date,Worldwide,Afghanistan,Aland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada ,Cape Verde,Cayman Islands ,Central African Republic,Chad,Chile,China,"Hong Kong, SAR China","Macao, SAR China",Colombia,Comoros,Congo (Brazzaville) ,"Congo, (Kinshasa)",Cook Islands ,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Malvinas) ,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany ,Ghana,Gibraltar ,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man ,Israel ,Italy ,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (North),Korea (South),Kuwait,Kyrgyzstan,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macedonia, Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestinian Territory,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation ,Rwanda,Saint-Barthélemy,Saint Helena ,Saint Kitts and Nevis,Saint Lucia,Saint-Martin (French part),Saint Pierre and Miquelon ,Saint Vincent and Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen Islands ,Swaziland,Sweden,Switzerland,Syrian Arab Republic (Syria),"Taiwan, Republic of China ",Tajikistan,"Tanzania, United Republic of ",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands ,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic),Viet Nam,"Virgin Islands, US",Western Sahara ,Yemen,Zambia,Zimbabwe
2010-03-01,27,13,0,11,15,18,12,13,0,27,23,10,35,9,8,19,51,31,36,24,28,14,23,10,26,11,56,13,9,14,9,0.0,13,18,6,0,13,26,16,0,17,0,0,44,4,27,22,17,0,16,11,0,29,10,13,8,20,25,20,13,7,31,35,23,27,0,10,23,24,0,9,7,13,24,24,41,15,5,10,5,23,11,18,12,6,11,42,27,0,0,0,14,23,34,13,30,38,32,16,21,16,0,26,9,32,22,0,22,20,16,0,0,68,45,21,13,19,29,0,8,21,9,16,11,19,8,0,17,7,6,10,0,4,6,21,0,24,10,21,33.0,8,14,0,15,2,13,10,0,17,15,23,10,25,0,17,48,33,20,42,0,41,18,14,27,31,52,30,5,38,18,6,15,44,14,0,0,12,24,0,0,20,0,0,0,44,30,19,21,0,16,20,9,12,23,16,0,14,25,27,17,0,10,14,11,28,18,7,18,28,0,17,13,19,20,9,0,0,19,33,24,14,58,13,10,0,13,12,21,0,32,32,22
2010-04-01,28,15,0,3,22,8,19,21,0,29,25,13,8,9,8,12,22,17,24,32,37,14,21,3,33,6,36,16,18,15,19,0.0,6,19,15,0,31,24,16,0,24,0,0,26,4,28,11,17,0,0,3,0,29,12,13,7,17,27,20,17,3,29,39,23,24,0,4,19,24,0,4,24,13,24,9,38,11,10,13,5,21,0,16,18,2,18,38,33,0,0,0,54,22,20,11,42,38,30,17,22,14,0,29,10,31,26,0,22,24,18,0,0,78,55,9,3,25,30,18,3,24,4,16,10,18,26,0,18,10,7,12,0,12,7,21,0,23,13,27,13.0,12,8,71,13,10,10,4,0,21,14,10,10,25,0,21,20,36,21,37,12,31,18,14,19,33,50,25,5,39,20,27,14,41,8,0,0,20,62,0,0,16,0,3,0,41,25,21,10,0,16,19,10,4,0,17,0,14,23,24,12,0,12,14,11,35,20,7,18,36,0,11,0,26,26,10,1,0,15,33,25,14,56,17,23,0,16,13,54,0,42,41,19
2010-05-01,27,21,0,9,26,12,14,17,0,24,24,21,18,10,8,13,54,34,25,22,28,14,13,7,35,12,35,13,17,16,30,0.0,19,17,9,9,23,29,15,0,30,0,0,21,4,27,17,17,0,0,6,0,27,17,17,10,12,26,20,27,6,31,30,24,19,0,7,21,28,0,0,13,14,24,9,36,16,13,8,5,21,13,18,22,7,40,33,36,0,13,0,21,17,36,12,26,38,31,17,29,15,0,25,10,41,22,0,31,26,22,0,0,73,49,24,22,29,50,8,0,31,7,20,14,19,19,20,19,13,9,13,0,36,4,21,0,24,0,26,39.0,14,9,50,15,17,16,25,0,27,15,7,10,29,0,20,27,29,22,41,12,39,20,37,20,32,48,23,5,34,22,61,17,42,6,0,36,5,14,0,0,0,0,2,0,44,37,21,11,0,17,20,9,0,15,18,0,14,37,19,16,0,0,15,13,30,18,0,19,32,14,11,12,37,22,11,1,0,15,38,28,14,55,19,36,0,15,12,36,0,26,21,31
2010-06-01,27,13,0,10,46,10,24,16,0,26,34,9,15,10,9,16,39,30,32,25,33,15,18,7,49,0,47,20,24,17,21,0.0,14,20,5,0,32,21,15,0,27,0,0,21,4,31,2,21,5,38,25,0,40,15,14,4,16,26,19,36,8,25,40,32,24,5,8,17,22,0,28,15,13,27,0,35,16,14,10,6,17,3,19,13,2,28,34,40,0,0,25,15,10,22,13,41,39,34,15,24,15,0,27,11,37,23,0,26,26,17,0,0,74,49,16,8,22,41,10,0,30,4,17,15,20,22,0,17,16,10,10,0,20,8,31,0,27,23,27,35.0,16,20,0,18,13,15,10,0,24,15,13,10,37,0,18,40,28,25,33,0,40,25,39,20,37,45,25,7,33,25,10,15,42,13,0,0,18,26,0,0,4,0,2,0,52,22,25,10,28,17,15,13,0,14,18,0,15,18,19,0,0,12,14,12,41,18,8,30,32,0,11,0,26,30,10,1,0,18,37,29,16,54,21,14,6,17,11,38,0,56,31,18
2010-07-01,24,18,0,4,22,8,0,37,41,9,21,10,21,9,7,13,46,25,28,21,21,12,12,13,34,11,38,14,13,12,9,0.0,13,16,19,8,19,21,15,0,21,0,0,16,4,24,6,16,0,0,8,4,31,7,10,9,19,24,14,23,18,25,26,19,18,2,11,22,25,0,10,34,11,20,0,32,18,17,12,5,19,3,18,0,4,9,39,41,0,14,0,35,7,22,11,31,35,28,13,24,14,0,29,9,41,19,0,26,25,16,9,0,66,40,11,25,25,33,9,2,17,4,14,10,21,8,10,18,11,5,9,0,17,3,15,0,22,0,27,26.0,10,29,0,14,14,14,18,0,21,13,9,9,22,0,17,23,25,21,36,0,48,16,37,13,28,51,22,6,31,19,18,14,35,12,0,37,20,27,0,0,0,10,2,0,40,19,20,0,0,15,13,11,3,14,14,0,14,19,33,4,0,0,13,11,23,17,8,22,25,0,8,0,44,17,9,1,0,11,27,25,13,44,18,20,0,14,12,12,0,33,33,18
2010-08-01,24,12,0,12,21,9,16,22,0,17,25,15,33,9,7,14,55,31,27,32,27,13,20,3,23,9,45,14,11,18,30,0.0,6,17,5,7,17,29,15,0,22,0,0,16,4,24,9,16,0,0,15,0,27,9,16,11,20,22,14,20,7,23,31,23,21,2,7,20,24,0,21,25,12,22,20,35,26,15,5,5,17,3,24,6,6,18,38,33,0,0,0,21,20,19,13,36,35,31,15,18,13,0,26,10,35,20,0,25,22,21,0,0,58,45,19,13,16,31,5,1,23,9,20,13,8,34,8,17,32,5,11,0,13,2,18,0,22,0,23,38.0,11,9,0,11,8,17,16,0,26,14,19,9,14,0,14,51,26,19,44,11,27,23,23,11,29,45,23,6,39,19,21,13,34,14,0,0,10,0,0,0,7,19,0,0,42,16,17,0,12,15,14,13,3,0,16,0,15,16,17,22,0,19,12,12,32,18,7,22,29,0,8,19,23,21,9,5,0,10,30,26,14,43,12,17,7,13,10,21,0,34,15,19
2010-09-01,25,19,0,16,21,0,5,26,12,17,19,12,23,10,8,15,26,34,28,27,34,13,26,0,25,10,40,21,3,14,29,0.0,15,16,14,11,22,31,14,0,28,0,0,16,4,27,12,17,0,15,7,4,28,15,14,5,21,28,16,18,9,27,36,25,20,0,4,21,26,0,13,14,12,23,19,29,31,7,8,5,16,9,20,11,8,17,42,29,0,0,0,10,22,20,11,40,35,32,16,20,13,0,25,9,28,19,0,30,20,17,0,0,41,47,12,13,18,34,13,1,16,5,20,8,12,11,16,18,17,3,12,0,17,3,19,0,23,0,22,40.0,7,16,0,13,9,14,20,0,20,15,18,9,19,0,16,14,28,15,42,0,38,24,15,22,27,52,22,5,32,21,26,12,37,15,0,0,5,0,0,0,11,0,5,0,47,26,23,7,14,17,17,11,6,12,13,0,15,19,27,15,0,11,13,11,31,19,7,15,27,0,9,0,27,25,13,4,0,13,30,24,14,48,16,15,0,13,10,19,0,24,39,25
2010-10-01,26,17,0,11,25,0,22,14,35,21,20,9,14,12,7,12,19,25,33,22,40,14,13,9,34,10,32,16,16,13,20,21.0,15,18,16,5,14,27,14,0,26,0,0,15,4,23,10,17,4,12,19,0,31,13,16,10,14,27,16,25,11,31,32,30,15,9,4,19,30,0,9,23,11,23,39,16,14,15,18,5,18,13,18,16,6,9,36,31,0,24,0,22,13,20,12,35,33,28,17,20,12,0,28,9,32,20,0,23,23,18,0,0,45,42,17,10,22,29,5,2,28,12,17,9,19,4,18,18,3,11,9,0,21,3,15,0,23,36,29,43.0,10,0,0,20,9,13,10,0,12,14,19,10,26,0,19,54,28,22,35,0,33,20,55,18,26,50,24,6,35,21,38,16,36,17,0,0,20,12,0,0,16,0,3,0,47,38,23,22,0,17,18,10,3,12,15,0,14,25,31,25,0,28,14,12,29,15,10,15,25,8,10,23,26,22,9,2,0,16,33,23,14,48,15,15,11,14,13,25,0,44,24,8
2010-11-01,26,15,0,13,19,15,4,26,0,33,23,17,27,11,8,12,50,20,26,20,33,14,17,12,30,6,32,16,15,14,27,18.0,11,20,5,0,10,19,15,0,33,0,0,16,4,24,22,16,0,12,10,0,26,11,17,6,18,25,18,37,28,27,30,23,21,1,7,25,26,0,17,15,12,24,10,36,0,5,12,5,18,8,15,5,9,9,46,29,0,0,0,3,15,24,13,46,37,27,16,24,14,0,26,9,35,22,0,25,35,19,0,0,41,32,11,13,26,30,10,0,25,10,15,11,17,21,15,18,22,13,14,0,5,2,17,0,24,63,15,21.0,12,7,0,14,7,14,7,0,13,13,14,9,21,0,16,24,28,20,34,0,28,20,29,23,29,50,25,6,37,21,8,14,41,13,0,0,20,14,0,0,11,10,2,0,41,29,19,7,18,17,16,10,0,0,16,0,14,20,23,4,0,10,14,11,22,15,7,13,27,0,6,0,37,18,10,3,0,15,37,26,14,50,13,15,0,14,14,33,0,44,23,35
2010-12-01,23,17,0,19,18,8,26,23,22,6,19,11,21,9,7,11,53,23,23,25,33,12,11,19,29,12,22,12,8,13,0,0.0,13,14,14,6,25,20,13,0,19,0,0,13,5,22,14,13,0,0,4,0,27,5,16,6,13,24,17,24,12,24,28,22,20,0,11,20,24,0,12,19,13,21,0,37,6,19,10,5,14,9,16,12,6,5,33,25,0,27,0,26,14,26,11,25,31,28,15,24,12,0,24,8,33,19,0,24,23,15,0,0,44,25,15,13,22,28,0,2,18,5,13,9,15,15,10,16,8,9,10,0,25,6,23,0,22,0,22,27.0,12,26,0,11,16,13,10,0,20,13,15,7,30,39,12,20,23,22,39,0,30,18,0,11,26,44,22,6,39,23,22,12,35,12,0,0,9,0,0,0,8,0,0,0,44,24,19,0,13,14,16,10,7,0,13,0,13,18,17,8,0,0,13,10,27,18,6,11,26,0,8,0,26,20,9,0,0,8,30,22,12,43,14,23,31,13,14,3,0,42,30,17
2011-01-01,26,11,0,11,19,0,18,28,7,13,19,7,32,11,8,12,27,23,23,19,31,15,12,14,28,8,38,14,20,12,20,0.0,11,16,8,4,20,18,14,0,32,8,0,19,4,25,13,14,0,0,9,0,21,7,16,5,19,27,17,23,10,26,29,22,17,5,7,21,21,0,0,17,13,24,9,21,6,6,10,5,18,6,15,0,0,21,33,30,14,9,6,29,25,26,13,44,30,25,13,8,15,17,22,10,25,17,24,21,18,17,0,0,41,25,16,11,19,26,5,1,22,8,18,10,21,12,10,18,11,14,8,0,19,2,11,0,23,0,18,23.0,8,18,0,11,10,22,4,0,16,15,7,10,23,7,18,24,31,15,33,10,22,20,36,17,28,49,22,6,32,21,15,13,35,8,0,0,6,15,0,0,11,8,0,0,39,23,20,16,13,14,19,10,0,4,14,0,12,23,19,11,0,10,17,13,22,13,6,14,24,0,10,12,24,16,8,1,2,17,32,24,14,52,18,17,6,14,15,23,0,23,14,19
2011-02-01,25,8,0,8,20,0,11,17,43,13,20,9,11,10,8,12,40,20,24,20,28,13,15,14,24,5,43,12,12,12,17,0.0,8,18,8,2,15,16,13,0,22,0,0,18,4,25,4,15,4,15,9,4,24,10,18,6,16,27,16,18,16,25,31,22,19,0,4,24,25,0,24,35,13,23,14,23,7,9,9,5,21,0,14,16,15,28,44,27,6,11,4,28,20,21,12,43,29,26,13,7,15,29,22,9,29,17,19,19,20,17,10,0,45,29,10,10,18,27,10,2,14,2,14,9,17,21,8,17,12,7,12,11,16,3,17,16,24,0,19,19.0,10,9,0,12,4,20,10,0,18,14,19,9,23,15,18,17,30,17,29,0,26,20,10,15,25,44,22,5,35,22,24,14,36,5,0,0,10,23,0,0,13,17,0,0,34,23,20,4,9,15,19,11,0,13,14,0,12,21,19,11,0,10,14,12,26,13,11,14,24,9,5,0,29,18,9,3,10,13,33,24,14,54,17,26,5,12,15,33,0,31,20,12
2011-03-01,26,15,0,8,17,0,10,20,19,10,24,9,27,10,8,11,30,21,25,18,28,14,14,15,29,4,52,12,12,14,38,0.0,14,18,12,3,23,15,14,0,23,4,0,20,5,24,11,16,3,13,7,0,24,8,17,7,16,25,18,14,12,25,26,20,20,9,7,22,15,0,42,15,13,24,16,20,5,8,9,5,20,0,15,13,0,28,38,29,7,9,3,33,12,21,12,37,28,28,14,8,15,16,25,10,33,17,22,18,16,15,0,0,47,37,22,11,19,28,4,3,36,11,17,8,16,11,17,18,8,6,15,18,28,3,19,0,23,16,21,17.0,11,9,0,12,6,17,10,0,17,13,11,9,18,10,18,24,30,14,28,0,25,21,16,21,29,46,21,5,36,21,22,14,38,8,0,0,11,24,0,22,12,7,0,0,36,26,19,0,5,16,18,9,3,19,14,0,13,19,16,15,0,10,15,13,25,16,7,16,23,4,3,8,28,17,9,3,15,14,35,23,15,55,18,17,5,13,16,29,0,27,10,17
2011-04-01,26,19,0,9,19,0,4,19,27,15,22,10,19,11,8,8,39,17,28,19,28,14,18,8,19,4,38,12,11,13,39,0.0,16,21,3,2,15,20,14,0,17,4,0,15,5,22,12,15,0,19,4,4,25,7,16,5,20,30,17,19,12,27,34,19,19,0,0,24,19,0,0,16,14,23,6,27,12,5,10,5,18,13,15,29,0,15,33,33,25,5,0,20,17,24,12,42,29,26,14,7,14,24,24,9,35,15,26,19,22,18,0,0,47,34,18,7,22,24,1,4,0,8,14,9,15,16,7,18,20,6,8,0,20,4,13,0,22,0,22,47.0,15,10,0,11,6,11,9,0,12,13,21,10,20,5,17,19,29,17,29,10,23,19,49,17,29,41,20,5,31,18,13,12,38,7,0,0,22,15,0,0,9,14,0,13,36,21,17,16,9,15,18,9,3,5,16,0,12,18,21,9,0,20,16,12,25,16,5,21,24,7,11,8,27,17,10,2,10,15,34,25,14,54,15,17,12,12,17,22,0,30,12,13
2011-05-01,25,13,0,8,19,0,23,20,26,22,24,9,18,12,7,10,34,22,29,24,25,14,13,11,32,5,43,14,23,14,14,0.0,14,19,9,2,19,27,13,0,19,7,0,16,5,25,8,16,0,0,11,0,29,9,18,6,17,31,19,12,19,25,30,26,17,8,3,26,28,0,0,23,14,24,22,24,10,8,8,5,21,3,15,0,0,26,32,31,11,10,5,29,15,25,11,35,30,27,15,6,16,20,25,11,33,15,18,24,22,18,0,0,46,40,18,9,19,19,6,4,0,1,18,9,14,21,13,18,16,13,18,11,19,4,19,0,23,0,21,26.0,11,17,0,13,10,8,14,0,18,13,17,10,23,7,19,14,30,23,32,16,21,21,21,21,30,44,23,6,31,22,20,15,39,14,0,0,11,24,0,0,10,20,0,0,40,29,18,21,6,15,20,9,6,9,17,0,12,22,14,19,0,0,16,12,22,14,11,17,24,0,8,0,28,20,9,3,16,16,37,25,15,51,18,15,5,15,16,29,0,30,20,18
2011-06-01,24,15,0,7,17,0,20,17,0,22,22,8,17,10,8,9,41,23,28,21,23,13,14,13,27,16,42,13,20,14,23,0.0,15,18,14,5,12,18,13,0,33,4,0,14,5,21,5,13,6,0,8,0,26,9,15,5,17,26,17,23,15,25,28,19,17,0,5,21,21,0,22,19,13,22,13,24,9,13,10,5,18,6,16,9,100,20,32,33,14,0,0,18,7,23,11,31,28,27,13,7,15,14,23,10,36,16,27,21,14,18,0,0,43,38,14,10,15,26,0,2,100,8,17,9,17,16,8,19,16,10,15,13,16,3,15,0,25,0,12,30.0,11,11,0,13,9,13,9,0,16,13,15,9,26,0,17,12,28,18,30,10,23,28,56,15,32,42,22,5,30,24,19,14,34,10,0,0,5,6,0,0,11,7,0,0,34,28,20,4,8,14,19,9,7,14,15,0,14,20,22,13,0,10,14,12,28,14,7,16,25,6,7,17,27,22,9,2,14,9,33,26,14,50,19,19,0,13,17,32,0,31,16,15
2011-07-01,25,12,0,9,21,0,17,19,13,28,21,7,37,11,8,10,32,24,27,34,25,15,18,13,29,2,37,14,16,14,14,0.0,18,20,14,5,17,20,15,45,20,0,0,15,4,22,8,17,0,0,6,3,29,9,19,7,16,24,17,3,9,24,33,20,19,0,4,22,26,0,23,15,15,24,14,13,18,12,12,6,21,6,18,10,0,27,26,33,9,0,4,24,12,22,11,37,28,27,14,7,13,18,26,10,27,16,13,24,19,19,8,0,44,37,13,13,21,22,4,5,18,13,15,10,18,16,5,19,12,11,9,12,19,5,16,0,21,17,15,39.0,10,18,0,12,7,15,6,0,18,14,27,11,27,6,17,34,28,21,28,0,23,19,44,25,31,41,20,6,29,21,16,13,34,6,0,0,9,29,0,28,11,30,0,0,41,33,21,3,5,16,18,9,0,15,16,0,13,18,27,9,0,8,16,14,25,14,9,13,24,11,8,0,27,26,9,2,12,17,34,25,14,50,21,16,15,12,16,24,0,31,11,13
2011-08-01,25,17,0,9,17,100,20,19,31,22,24,8,30,11,8,10,28,29,24,27,22,16,18,13,20,8,49,14,18,14,18,0.0,11,19,16,3,16,19,14,8,20,4,0,15,4,25,10,16,3,0,9,3,24,9,18,8,22,22,16,21,10,28,33,20,20,0,0,18,21,0,13,20,13,24,13,25,13,12,9,6,19,13,18,12,15,24,23,29,13,4,3,23,19,24,12,44,31,26,13,8,16,20,23,11,33,17,19,23,16,17,0,0,47,35,17,6,26,28,12,4,14,12,17,10,16,20,12,20,16,9,13,0,21,2,17,0,23,0,18,42.0,10,17,0,11,7,7,12,0,20,15,16,11,20,2,15,30,26,29,30,9,20,19,20,21,29,45,21,6,36,23,14,14,35,8,0,0,5,27,0,0,8,5,0,11,40,32,21,6,3,17,15,11,0,9,16,0,13,20,20,12,0,8,15,15,27,15,10,14,22,7,9,23,25,26,10,2,4,15,34,29,15,48,22,19,9,13,18,15,0,31,19,18
2011-09-01,24,12,0,8,20,0,11,14,50,25,22,7,20,10,7,10,38,24,29,20,23,15,16,10,33,6,39,12,11,14,5,0.0,21,17,18,0,18,13,13,13,14,0,0,13,4,19,8,16,5,0,7,3,24,7,16,6,22,22,15,23,9,26,34,22,15,0,5,20,23,0,21,17,12,24,8,30,9,8,9,5,16,7,15,0,16,12,31,32,12,19,0,28,11,24,12,46,26,28,12,7,15,22,22,9,29,14,17,21,15,17,15,0,41,39,18,7,22,24,4,2,17,5,16,7,17,15,11,18,6,6,10,0,28,4,24,16,23,0,18,11.0,8,12,0,12,7,15,7,0,15,13,15,12,21,7,17,18,27,23,29,0,28,19,33,17,28,44,21,6,33,20,17,13,32,8,0,0,29,30,0,0,6,0,8,0,39,24,21,9,4,16,15,9,0,6,15,0,13,18,26,13,0,0,14,12,25,14,8,16,21,8,4,8,26,18,10,2,10,16,32,26,14,53,17,16,5,13,17,13,0,39,19,13
2011-10-01,24,15,0,13,23,0,17,19,13,13,23,8,21,9,7,11,37,23,25,27,21,14,15,7,26,10,37,19,11,13,27,0.0,12,16,10,10,17,20,13,33,33,0,0,13,4,22,14,17,0,0,9,0,24,9,18,7,17,24,16,17,11,25,34,25,16,8,0,20,22,0,0,19,13,23,15,28,8,8,11,5,16,3,15,0,11,19,30,25,12,5,7,17,10,22,13,46,25,25,16,7,13,31,23,9,32,14,24,20,17,18,0,0,39,35,13,10,19,23,3,1,17,11,15,8,22,17,6,19,11,6,10,0,18,3,19,21,22,13,15,28.0,10,10,0,15,5,16,8,0,14,13,10,9,21,5,20,18,28,20,29,0,20,25,23,16,24,46,21,6,33,18,16,13,35,16,0,0,17,27,0,21,11,0,49,0,38,26,20,6,3,16,18,8,0,15,14,0,12,21,21,19,0,19,14,12,35,12,10,10,20,5,9,23,27,23,10,2,16,14,31,25,13,52,19,17,0,14,23,16,0,30,16,15
2011-11-01,24,18,0,9,18,0,0,17,24,7,22,6,18,9,8,9,39,26,24,17,22,13,15,11,24,11,34,13,13,14,13,0.0,14,17,7,3,18,20,13,6,24,7,0,12,4,24,11,15,0,0,6,0,23,6,17,8,17,24,16,12,12,27,34,21,17,10,5,24,19,0,0,21,13,26,14,28,10,8,12,5,12,10,15,9,3,33,44,29,13,14,0,17,13,24,12,36,25,26,19,6,14,17,22,9,32,15,17,22,17,18,0,0,41,35,11,5,21,20,5,1,18,12,16,9,15,10,6,17,8,8,11,22,19,3,14,0,21,27,19,21.0,8,11,49,13,9,11,8,0,14,13,17,9,19,8,15,32,25,18,28,0,23,21,14,18,27,44,22,7,32,20,16,13,35,6,0,0,17,14,0,0,12,10,0,0,37,26,17,0,5,16,19,9,4,15,14,0,12,17,21,11,0,0,15,12,25,13,6,13,20,4,3,10,29,19,9,3,12,14,33,23,14,49,16,15,5,13,22,20,0,34,19,15
2011-12-01,22,15,15,10,17,87,24,14,31,15,20,8,11,9,7,8,39,26,24,29,19,12,12,8,12,6,31,12,9,12,25,0.0,10,16,7,3,16,19,12,13,11,0,0,10,4,20,8,13,0,0,6,0,19,6,13,4,16,25,17,29,7,23,23,20,14,0,21,19,15,0,14,18,13,21,2,21,15,7,10,5,13,7,15,13,7,19,23,25,11,4,3,15,11,15,12,31,21,25,23,7,13,14,23,8,26,13,26,16,13,14,11,0,35,33,13,9,22,27,8,3,19,10,16,8,13,14,10,16,9,8,11,0,22,4,14,0,20,0,20,28.0,6,14,0,10,9,16,9,0,11,12,19,9,19,5,11,6,25,20,27,0,18,17,4,19,22,40,20,5,27,19,13,12,34,7,0,55,0,12,0,21,9,11,0,0,36,20,15,6,1,14,16,10,2,9,13,0,11,16,17,16,0,0,14,10,24,13,6,14,19,2,9,13,22,23,9,1,9,15,31,23,13,45,16,13,6,13,18,9,0,42,21,13
2012-01-01,25,15,5,10,16,0,12,11,12,14,22,9,30,10,8,9,29,24,24,20,20,15,16,17,39,6,34,17,14,13,4,0.0,10,17,7,3,15,23,13,21,30,0,0,14,3,20,10,15,2,0,6,0,23,5,18,7,18,23,18,11,9,28,30,20,17,4,0,20,16,0,10,12,15,25,24,22,3,8,10,5,14,13,14,7,11,19,43,29,13,5,0,19,12,20,13,41,22,26,15,6,15,25,22,9,24,15,27,20,15,16,9,0,35,34,13,5,19,23,0,4,20,6,15,10,14,11,9,16,15,7,13,0,23,2,12,14,23,13,15,24.0,10,16,0,11,9,11,7,0,11,14,7,9,17,6,10,5,31,15,28,0,18,20,34,16,25,45,23,6,32,21,15,13,32,7,0,42,18,0,0,57,7,0,0,0,34,22,17,0,4,16,18,11,2,8,14,0,13,20,17,13,0,5,16,13,23,13,6,12,22,8,5,9,23,25,9,2,11,16,31,24,15,50,18,14,10,16,15,35,0,27,17,13
2012-02-01,24,9,12,10,15,0,16,22,6,27,19,7,23,10,8,7,38,20,20,21,19,14,5,12,15,6,41,12,16,12,20,0.0,11,16,9,8,14,20,12,26,25,3,0,12,4,22,7,14,0,0,8,0,23,7,16,6,14,24,18,16,10,26,26,19,17,0,0,20,19,0,25,12,13,24,25,18,3,11,7,5,12,3,13,11,3,17,46,26,16,11,5,16,8,18,12,44,21,24,13,5,16,18,22,10,24,14,20,20,17,13,0,0,34,33,11,7,20,21,3,3,19,6,17,9,15,15,6,16,14,10,12,7,19,3,19,0,21,30,19,29.0,9,8,0,11,7,13,4,0,11,12,20,9,17,11,10,14,29,17,26,10,15,15,11,16,23,43,21,5,29,21,15,11,34,13,0,0,18,13,0,21,9,5,0,0,33,23,18,0,1,15,17,10,0,7,14,0,12,18,17,15,0,0,15,12,19,13,5,10,19,8,8,10,28,17,10,3,8,11,31,23,14,50,17,12,0,13,14,23,0,38,11,13
2012-03-01,24,10,0,10,17,20,21,18,11,16,21,5,18,10,7,7,39,23,19,21,21,12,15,10,35,6,42,14,21,13,25,0.0,17,16,5,3,15,20,13,15,27,0,0,17,4,25,12,14,2,9,8,0,23,8,16,7,16,23,19,19,7,24,30,19,18,3,0,17,17,0,14,20,13,25,10,19,13,5,9,5,13,12,13,16,8,26,48,25,16,4,0,11,11,21,12,43,21,24,13,5,13,13,24,9,28,13,23,18,15,14,0,0,35,32,12,8,21,25,3,3,21,5,15,10,16,13,10,19,12,9,11,0,21,3,18,0,21,0,18,36.0,8,7,0,11,11,13,6,0,11,15,21,10,18,5,10,24,33,15,25,0,19,18,38,17,28,41,21,5,30,21,15,13,34,13,0,0,11,13,0,22,11,14,0,0,33,23,16,6,2,19,19,9,0,5,15,0,12,19,20,10,0,31,16,12,24,16,6,14,21,2,5,17,24,18,9,1,5,12,31,25,15,49,19,14,0,12,14,27,0,29,14,9
2012-04-01,24,11,6,8,17,0,16,13,23,9,22,7,23,10,8,7,31,18,22,23,18,14,13,7,29,9,40,16,12,13,21,0.0,12,16,10,4,12,20,13,13,23,0,0,16,3,20,10,17,4,10,8,0,21,8,17,5,14,22,17,14,12,26,26,20,16,0,54,20,15,0,12,15,14,24,22,21,14,6,10,5,12,6,14,13,5,33,38,23,11,3,0,32,11,22,13,32,21,25,14,5,14,27,25,9,33,13,17,19,16,14,0,0,36,32,11,8,21,24,3,1,19,9,15,9,16,12,7,17,18,7,10,0,19,2,12,0,20,0,22,47.0,9,12,0,12,7,10,9,0,13,14,16,9,17,8,9,13,28,14,27,0,15,17,26,18,28,42,20,5,33,17,20,12,33,10,0,0,18,23,0,40,7,7,0,14,34,22,14,8,4,15,18,9,2,11,15,0,12,19,12,14,0,0,14,11,19,12,7,12,21,7,7,0,25,17,9,2,4,13,31,25,16,49,17,13,0,13,16,19,0,25,19,13
