date,Afghanistan,Åland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Plurinational State of Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (the) [Malvinas],Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Islamic Republic of Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (the Democratic People's Republic of),Republic of Korea,Kuwait,Kyrgyzstan,Lao People's Democratic Republic (the),Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Republic of North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Federated States of Micronesia,Republic of Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,"Palestine, State of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation,Rwanda,Saint Barthélemy,"Saint Helena, Ascension and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,French part Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Dutch part Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syrian Arab Republic,Province of China Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Uzbekistan,Vanuatu,Bolivarian Republic of Venezuela,Viet Nam,British Virgin Islands,Virgin Islands (U.S.),Western Sahara,Yemen,Zambia,Zimbabwe,Worldwide
2010-01-01,32,0,12,23,0,12,14,0,24,22,12,21,9,8,12,45,25,18,23,39,16,19,9,27,10,49,0,11,18,13,0.0,17,19,10,0,0,36,26,16,22,0,0,13,3,18,0,17,0,13,29,5,15,10,0,17,26,17,22,28,30,33,27,27,16,22,22,19,22,0,20,17,15,25,55,22,12,7,11,6,25,12,18,14,0,39,40,36,0,0,0,41,42,27,23,14,23,39,35,15,19,17,0,28,10,27,20,0,26,15,23,0,0.0,55,43,18,23,18,28,3,8,22,8,20,13,15,11,26,10,20,5,10,7,0,54,2,16,0,25,0,26,47.0,23,0,0,21,13,39,0,24,17,9,9,33,21,22,25,32,28,39,46,15,19,8,23,27,49,29,6,37,22,6,14,37,22,0,0,29,62,0,0,7,12,18,0,45,19,22,0,13,16,0,19,10,0,40,15,0,14,25,18,6,0,15,13,20,17,0,18,32,0,12,0,20,23,12,0,0,27,36,25,14,55,22,20,0,16,14,9,20,0,37,3,14,26
2010-02-01,25,0,8,20,9,9,11,10,17,23,10,9,10,8,15,43,25,23,15,28,14,51,9,30,9,33,0,14,11,14,29.0,21,18,16,8,0,23,27,18,42,0,0,13,3,18,0,28,27,0,29,7,12,8,0,24,28,19,27,19,28,38,23,22,0,21,20,8,21,0,22,15,18,24,29,21,9,4,15,6,26,4,17,7,8,42,41,36,0,27,22,23,42,32,23,13,38,36,39,15,18,16,0,23,10,32,22,0,23,23,26,0,0.0,60,33,23,18,30,32,0,0,27,13,19,13,8,15,17,10,18,28,4,10,0,34,3,12,0,24,29,29,24.0,13,8,0,22,6,29,0,14,15,16,8,26,23,21,25,31,26,45,0,18,22,23,36,28,49,33,5,40,23,39,14,43,17,0,0,14,14,0,0,3,9,0,0,41,19,18,20,0,16,0,23,10,0,51,15,0,14,31,21,13,0,16,13,23,15,6,17,34,0,9,24,25,20,10,0,0,17,33,21,15,59,16,16,8,14,15,9,22,0,43,22,19,27
2010-03-01,35,0,12,20,10,8,8,9,26,24,7,11,10,8,14,40,34,23,21,42,14,35,2,29,14,46,0,9,16,15,0.0,12,18,18,0,0,26,31,16,25,0,0,50,4,17,0,21,0,8,30,7,12,9,0,20,25,20,7,37,33,32,26,20,7,21,25,7,15,0,26,23,13,24,21,30,8,5,18,5,22,19,19,7,14,12,25,36,0,0,0,26,34,23,24,12,27,37,35,16,19,17,0,25,9,27,21,0,24,15,19,0,0.0,72,40,10,13,21,32,0,7,49,13,17,10,25,13,11,36,16,10,8,9,0,25,5,19,0,24,0,21,20.0,12,7,0,21,11,42,0,19,16,12,10,26,0,23,40,29,28,42,0,22,21,6,27,30,47,28,5,36,22,32,14,40,11,0,0,17,24,0,0,17,23,10,0,46,21,19,18,10,17,0,20,11,15,19,16,0,14,23,17,6,0,15,11,27,20,15,20,34,14,16,16,22,27,10,0,0,26,34,23,14,58,17,15,0,14,13,34,33,0,31,17,24,27
2010-04-01,30,0,8,21,15,20,16,9,22,27,14,11,9,8,19,30,22,14,22,40,15,8,20,23,7,43,0,12,26,15,0.0,12,20,10,0,0,29,21,15,20,0,0,28,4,17,0,14,0,0,30,6,14,8,0,21,24,21,17,6,32,30,29,22,6,5,18,8,23,0,0,18,15,23,11,22,17,6,14,5,24,13,15,19,11,31,37,34,0,29,0,24,47,30,27,12,33,36,36,19,21,14,0,27,10,27,26,0,34,16,19,3,0.0,59,44,15,4,27,37,0,0,23,6,15,10,19,12,28,12,17,33,9,11,0,9,5,17,0,24,0,34,18.0,15,0,13,17,9,24,0,13,14,10,9,19,0,22,18,32,25,47,0,20,23,24,26,33,49,23,5,36,28,26,13,43,19,0,0,26,91,0,0,10,0,6,0,48,18,17,0,16,19,0,18,9,0,0,18,0,14,28,14,13,0,15,12,27,18,11,18,38,0,12,20,26,23,11,9,0,15,36,27,15,55,22,14,0,16,13,28,27,0,42,19,21,26
2010-05-01,36,0,8,23,0,17,20,8,27,25,13,13,10,8,14,36,35,18,25,29,15,16,15,40,13,40,0,13,13,15,0.0,12,17,14,10,0,36,23,16,21,0,0,21,4,18,0,18,0,10,31,10,16,10,0,11,28,20,29,12,36,35,30,21,0,17,17,0,26,0,10,25,15,23,0,26,8,7,19,5,21,9,18,7,4,50,27,42,0,0,0,20,36,32,27,12,25,37,36,17,25,15,0,27,10,41,22,0,28,15,23,0,0.0,68,41,17,17,29,54,0,3,35,11,19,14,18,20,17,22,16,15,5,11,0,33,2,25,0,23,0,26,29.0,22,26,0,19,15,40,0,19,14,14,10,31,0,24,11,30,31,47,0,21,18,11,29,36,46,22,5,31,27,27,13,44,9,0,0,25,45,0,0,2,11,18,0,54,15,22,17,17,16,0,20,10,14,27,19,0,13,33,20,9,0,14,12,25,19,6,28,38,16,9,16,32,19,11,3,0,26,39,25,14,56,13,24,7,15,13,36,27,0,39,24,23,26
2010-06-01,46,0,3,45,12,3,11,4,23,35,10,14,10,9,7,52,35,30,23,35,15,59,0,32,8,53,0,19,22,18,26.0,8,25,9,21,0,24,24,15,39,0,0,22,4,19,8,19,13,0,38,8,13,5,0,16,25,19,19,28,29,40,41,28,25,6,21,8,17,0,26,25,14,25,11,15,6,5,14,6,19,4,18,0,0,24,23,40,0,21,0,32,17,22,26,12,44,39,37,15,18,15,0,26,11,32,24,0,32,17,26,0,0.0,69,47,11,3,30,49,6,3,37,6,15,12,8,17,20,12,17,14,17,10,0,13,3,37,0,26,27,35,33.0,16,0,0,22,20,30,0,25,16,9,10,28,0,22,43,29,27,36,0,28,26,6,29,37,44,25,6,25,22,5,16,41,15,0,0,13,14,0,0,2,20,0,0,50,15,22,18,0,18,0,18,13,0,0,18,0,15,19,15,12,0,13,13,36,20,6,30,34,0,11,23,40,27,11,3,0,23,36,29,17,52,16,15,5,17,11,39,41,0,36,18,27,27
2010-07-01,44,0,5,19,0,7,16,0,17,22,11,12,9,7,10,52,31,20,23,18,12,7,6,31,20,35,0,14,15,13,25.0,8,19,29,21,0,19,22,14,31,0,0,17,4,16,0,13,13,0,33,8,14,6,0,16,22,15,23,16,25,28,22,17,0,20,23,0,23,0,5,25,11,19,13,17,17,10,12,5,22,9,18,0,16,20,20,41,0,17,0,14,40,21,25,11,36,35,32,12,21,13,0,27,9,34,18,0,25,25,20,0,0.0,59,42,10,20,26,36,0,1,25,8,18,12,8,11,11,11,18,16,9,9,0,26,2,22,0,22,0,27,23.0,13,0,10,17,11,37,0,25,14,15,9,20,0,18,12,24,27,43,22,23,18,12,23,30,43,22,6,34,21,30,13,33,14,0,0,30,58,0,0,7,9,6,0,40,15,17,0,0,14,0,13,11,15,45,15,0,13,20,17,7,0,13,11,21,17,9,20,27,0,15,0,27,20,10,0,0,12,31,23,13,42,15,15,14,14,12,0,27,0,36,13,20,24
2010-08-01,27,0,5,19,10,18,23,5,15,25,11,9,9,7,17,45,32,20,24,32,13,37,5,22,11,34,0,14,11,18,0.0,7,21,11,0,0,20,23,14,29,0,0,16,4,16,0,13,0,8,26,5,14,7,0,27,23,16,18,6,22,37,27,23,10,16,21,0,19,0,10,10,11,21,51,15,25,10,7,5,20,4,21,13,12,15,41,37,0,0,0,28,34,31,23,11,34,34,34,18,17,14,0,23,10,34,19,0,38,13,19,0,0.0,58,48,17,19,21,35,3,1,21,13,18,11,19,4,26,10,17,31,13,11,0,4,2,16,0,22,0,31,10.0,9,0,0,18,13,25,0,19,14,11,9,30,0,15,38,24,29,41,0,14,19,5,25,28,46,21,5,40,20,20,13,32,16,0,21,5,13,0,0,11,10,0,0,47,21,15,0,0,16,0,13,13,7,0,15,0,16,22,12,14,0,13,12,31,17,5,21,31,11,7,79,36,19,10,11,0,18,34,25,14,42,10,20,13,14,12,43,10,0,45,15,14,23
2010-09-01,51,0,14,22,10,13,31,5,11,22,8,8,10,7,14,38,32,29,12,38,13,40,5,35,6,31,0,17,14,15,21.0,16,18,19,7,0,18,25,14,39,0,0,17,4,17,6,31,12,8,33,10,18,7,0,18,25,18,18,18,28,39,30,16,5,18,22,0,17,0,14,15,12,23,12,22,9,7,7,5,17,20,16,13,22,34,35,26,0,15,0,13,31,29,23,11,39,34,35,18,15,13,0,26,9,25,20,0,32,18,16,0,0.0,42,36,11,3,22,34,0,2,25,2,20,13,16,13,7,10,17,16,6,9,0,18,1,29,0,23,0,24,30.0,10,8,0,20,14,34,0,19,15,12,10,25,0,21,29,26,21,45,0,20,24,0,32,29,49,21,5,35,20,16,12,36,12,0,0,5,40,0,0,11,9,18,0,44,18,27,26,0,17,0,13,9,0,0,15,0,15,27,20,8,0,13,12,22,16,8,15,31,11,7,0,15,22,13,4,0,16,32,24,14,48,13,13,0,12,13,27,27,0,38,22,19,24
2010-10-01,28,0,5,23,9,15,32,19,17,20,19,10,12,7,14,28,28,26,18,37,13,12,3,28,6,36,0,17,14,13,35.0,14,18,18,20,0,21,20,14,16,0,0,16,4,16,0,24,0,0,32,7,16,8,0,15,26,16,21,16,31,31,31,16,0,21,22,35,27,0,14,21,12,22,25,20,8,10,13,5,19,12,15,18,7,18,13,30,0,27,0,22,24,17,25,13,28,33,33,15,20,13,0,26,9,26,20,0,23,14,18,4,0.0,41,37,10,20,20,33,0,2,37,11,17,11,14,16,0,9,19,9,9,11,0,4,1,8,0,23,35,23,20.0,6,21,0,26,12,28,0,17,14,19,9,21,0,19,32,28,30,40,19,17,21,20,24,28,47,25,6,33,18,16,16,34,15,0,0,13,14,0,0,12,0,6,0,46,18,18,0,0,16,0,15,10,12,0,17,0,14,20,17,16,0,15,11,25,16,8,21,28,0,13,0,31,24,10,5,0,20,39,24,14,48,16,15,0,14,12,30,12,0,48,16,11,25
2010-11-01,39,0,10,25,27,12,19,4,20,24,13,16,12,7,10,30,29,25,22,26,14,38,3,40,29,30,0,10,14,15,0.0,12,22,17,0,0,17,17,15,23,0,0,16,5,17,6,10,15,0,31,4,17,7,0,14,25,19,23,54,26,40,30,15,2,5,27,14,17,0,9,3,12,23,13,18,14,5,10,5,14,8,17,18,25,33,37,35,0,0,0,12,31,33,24,12,37,36,31,16,16,12,0,25,9,29,21,0,28,26,16,0,0.0,43,29,14,7,25,38,3,1,23,10,17,10,28,25,13,18,17,6,9,16,0,5,1,12,0,24,0,24,20.0,20,7,0,19,7,27,0,16,13,14,9,25,33,18,35,30,21,35,0,15,17,7,31,27,45,23,7,32,26,8,15,39,21,0,0,19,0,0,0,5,20,6,0,47,19,21,15,7,18,0,16,10,6,0,16,0,14,22,20,2,0,14,12,25,17,5,18,31,0,9,39,31,17,10,5,0,25,34,27,14,49,15,14,6,15,15,17,39,0,51,15,12,24
2010-12-01,27,0,7,17,21,6,22,9,12,18,15,18,9,7,9,50,28,17,22,27,11,20,14,14,23,36,0,10,4,12,0.0,16,13,16,8,0,31,23,13,22,0,0,14,5,12,6,7,0,0,23,5,16,5,0,13,23,16,23,25,26,25,30,17,0,0,18,0,15,0,14,25,12,20,0,32,6,7,12,5,13,20,17,7,17,10,17,22,0,33,0,18,29,26,19,10,30,32,32,16,20,12,0,24,8,26,18,0,23,16,17,0,0.0,44,22,7,24,21,23,0,2,21,9,16,10,11,19,17,0,15,15,9,12,0,11,6,28,0,21,0,23,12.0,8,13,0,18,13,37,0,13,13,18,8,17,36,15,38,26,25,38,0,15,17,0,13,30,40,20,6,35,23,22,14,36,26,0,0,14,43,0,0,2,0,0,0,46,19,16,13,6,16,0,14,9,8,0,15,0,12,18,15,13,0,14,11,22,18,2,18,29,10,4,0,28,19,10,1,0,10,31,21,13,43,12,18,7,13,15,0,23,0,40,14,21,22
2011-01-01,28,0,7,21,0,15,17,3,14,22,8,15,11,8,13,34,26,19,26,30,15,31,15,32,3,31,0,12,15,12,0.0,9,16,16,5,0,25,14,14,16,0,0,19,4,12,0,13,0,8,24,5,17,5,0,15,27,17,24,21,28,33,27,19,6,5,17,7,14,0,0,22,15,24,23,26,5,5,11,5,19,11,14,8,0,28,27,33,17,8,5,24,25,24,24,13,48,29,30,13,6,16,25,22,10,25,16,22,25,17,18,0,0.0,38,26,12,11,22,28,6,4,28,5,15,9,10,15,13,9,16,13,11,7,0,26,3,15,0,24,0,24,17.0,13,15,0,15,13,44,0,14,15,18,10,23,8,19,29,31,19,34,43,12,21,12,19,28,48,22,6,30,19,18,14,35,12,0,0,6,31,0,0,7,9,0,0,42,16,19,7,3,15,0,18,9,8,20,14,0,12,24,18,8,0,16,14,14,15,8,15,28,0,6,16,26,18,9,4,0,23,31,25,15,49,17,11,10,14,16,19,25,0,34,17,13,24
2011-02-01,33,0,7,17,0,7,17,16,17,23,12,9,10,7,10,26,22,18,23,35,13,22,12,18,14,46,0,11,12,12,0.0,15,18,16,2,0,20,19,13,14,0,0,19,4,14,0,9,0,0,24,5,16,9,0,15,23,16,28,31,28,36,28,20,6,11,24,14,14,0,0,31,11,22,12,19,13,4,9,5,18,8,13,0,0,25,34,33,3,21,5,18,30,20,22,11,34,28,29,14,6,15,25,23,9,26,17,30,21,16,19,5,0.0,46,26,12,17,17,31,3,1,14,3,15,8,9,16,14,9,18,6,5,12,13,21,3,16,0,23,0,23,18.0,13,14,0,15,12,25,0,15,14,11,9,26,6,20,52,29,19,32,20,15,20,5,17,24,41,22,5,30,18,17,13,35,6,0,0,10,38,0,0,3,0,0,21,33,19,21,0,4,14,0,19,11,0,43,15,0,12,23,16,7,0,15,13,20,12,6,15,25,14,4,0,32,18,9,4,8,22,30,23,15,52,16,18,5,12,15,24,25,0,36,19,14,24
2011-03-01,34,0,7,17,0,5,18,5,19,25,10,23,10,7,10,24,26,21,20,27,13,22,14,31,10,40,0,10,10,14,0.0,17,20,22,2,0,26,19,13,32,10,0,20,4,15,0,10,12,9,26,4,15,5,0,21,24,17,19,23,25,29,23,17,7,10,20,7,15,0,0,19,13,23,13,23,11,3,9,5,20,12,15,7,29,34,41,32,12,6,5,38,30,20,22,13,27,28,31,15,5,15,21,24,9,25,16,21,24,13,17,0,0.0,45,36,13,13,21,28,3,5,36,13,16,10,14,13,13,13,18,12,8,15,11,23,2,16,0,23,25,22,19.0,15,12,0,16,8,34,0,14,14,8,10,21,7,21,51,30,16,30,0,12,21,7,24,31,43,21,5,34,22,20,14,38,20,0,0,29,19,0,16,7,7,0,0,37,14,19,6,3,16,0,18,11,12,20,15,0,13,19,16,7,0,15,12,20,15,9,17,26,0,6,0,30,22,10,4,11,17,34,24,15,53,18,12,0,12,17,23,53,0,34,14,9,25
2011-04-01,51,0,6,18,0,0,25,9,12,22,8,12,11,8,10,30,24,20,24,28,14,40,5,28,9,37,0,12,11,13,0.0,17,22,7,2,0,10,19,13,36,5,0,15,5,14,0,11,0,0,25,4,16,6,0,14,25,17,22,25,24,35,24,21,0,11,20,8,19,0,0,14,12,22,11,30,9,4,9,5,16,13,14,0,0,16,41,36,23,18,9,13,30,23,23,11,30,28,30,15,6,14,25,22,10,36,14,20,23,14,17,0,0.0,44,31,16,8,28,25,2,6,94,3,15,10,21,12,15,11,17,10,6,12,12,23,3,18,0,22,18,17,38.0,16,9,0,16,12,42,0,14,13,15,10,18,7,18,40,29,23,32,17,10,22,4,24,32,38,21,5,35,19,15,12,40,6,0,0,11,27,0,19,8,7,0,0,39,11,19,14,8,16,0,17,8,6,7,15,0,12,18,17,7,0,16,13,22,15,3,14,25,3,2,11,26,18,9,3,5,24,37,25,14,53,17,18,19,12,18,35,30,0,30,15,14,25
2011-05-01,37,0,7,17,0,5,24,5,9,25,10,10,11,8,12,29,26,21,14,24,15,35,11,30,8,40,0,14,17,14,0.0,14,18,11,4,0,20,24,13,23,5,0,15,5,15,0,11,0,0,28,7,16,6,0,19,33,19,12,29,26,32,28,18,5,0,21,7,17,0,0,13,13,24,26,30,13,5,11,5,21,2,15,7,0,24,25,34,8,15,3,33,33,20,22,12,35,30,30,14,6,16,22,25,10,34,15,14,27,14,18,0,0.0,46,32,14,8,22,25,2,6,43,1,16,9,7,14,16,22,18,11,13,15,11,21,2,16,0,23,0,24,8.0,13,14,0,17,20,31,0,19,14,10,10,23,4,20,36,32,31,36,32,11,18,6,23,32,41,22,6,28,22,20,14,39,13,0,0,6,24,0,0,5,7,0,0,40,21,21,6,0,16,0,20,9,19,23,17,0,12,22,14,6,0,17,14,23,14,4,13,28,5,16,0,28,23,10,6,12,21,37,26,15,52,20,13,14,15,16,5,36,0,26,12,12,25
2011-06-01,40,0,7,16,0,17,20,6,15,23,10,20,11,8,10,46,19,24,20,22,15,26,9,23,13,37,0,11,20,14,0.0,20,18,28,8,0,18,19,13,21,5,0,14,4,13,4,12,0,0,26,6,15,7,0,21,24,18,16,24,25,29,22,18,0,15,20,0,14,0,0,13,13,22,8,17,10,6,14,5,22,5,16,19,0,22,34,36,14,10,4,17,22,21,20,12,28,28,28,14,6,15,31,24,10,31,15,25,22,14,17,0,0.0,42,30,11,10,20,25,2,0,92,3,15,10,7,10,15,6,18,13,9,16,0,18,2,19,0,24,0,21,20.0,11,11,0,17,11,31,0,17,14,14,9,22,3,18,31,26,23,32,20,12,26,20,21,34,40,21,5,30,23,19,13,33,9,0,0,9,25,0,0,7,19,0,0,36,21,21,6,3,14,0,18,8,13,10,16,0,13,19,19,8,0,13,12,25,15,5,18,27,2,11,38,24,22,9,3,8,20,34,26,14,49,16,15,0,14,17,15,33,0,29,12,14,24
2011-07-01,34,0,9,22,0,9,18,5,13,23,9,20,11,8,9,39,25,22,20,27,15,32,11,44,7,38,0,11,12,14,0.0,17,20,20,17,25,21,20,15,28,6,0,15,4,15,0,10,0,0,29,6,17,5,0,16,23,16,17,30,21,31,23,20,0,36,18,20,18,0,0,18,13,22,12,21,10,6,13,6,22,10,17,0,0,21,23,33,9,4,0,19,26,22,20,11,31,28,28,14,6,14,23,25,10,22,15,23,26,13,18,0,0.0,43,32,12,16,19,25,0,10,32,12,13,10,9,14,16,9,17,8,10,12,0,13,1,18,0,21,0,22,28.0,13,21,0,17,9,39,0,17,15,24,11,21,5,19,37,28,23,30,0,15,23,18,35,35,38,20,6,27,20,12,12,35,14,0,0,15,30,0,21,6,12,0,0,42,19,20,0,1,16,0,19,8,0,15,16,0,14,20,18,5,0,16,14,24,14,5,14,28,13,13,11,24,25,10,7,3,20,35,27,15,49,19,12,23,12,16,21,15,0,43,16,20,25
2011-08-01,34,0,5,20,0,9,22,8,24,25,8,20,11,8,11,21,25,20,19,21,16,29,9,22,9,51,0,16,21,15,0.0,20,19,12,8,13,21,18,14,28,5,0,15,4,16,4,9,0,7,27,5,19,8,0,20,24,15,15,21,27,36,24,17,0,18,17,5,17,0,15,15,13,23,28,25,9,8,9,5,19,13,18,15,26,19,33,32,9,0,4,22,33,24,23,12,38,30,29,15,7,15,16,26,12,27,16,18,27,14,18,0,0.0,43,32,15,7,26,30,5,7,29,17,15,12,14,16,13,9,19,9,6,11,0,31,3,15,0,24,0,18,19.0,10,18,0,15,9,31,0,19,15,16,11,21,1,17,57,24,30,33,18,11,22,2,26,28,43,19,6,32,23,12,13,34,14,0,0,18,21,0,0,8,10,0,0,43,18,20,16,3,17,0,17,11,6,22,17,0,12,24,13,10,0,17,14,26,15,7,17,26,3,8,9,21,24,10,3,14,20,32,29,15,49,23,12,4,14,19,24,21,0,36,10,16,24
2011-09-01,38,0,6,22,0,5,18,16,17,22,7,22,10,7,9,37,26,20,26,24,15,23,3,30,7,36,0,14,11,14,35.0,17,19,23,6,17,23,14,12,20,0,0,14,4,15,8,14,0,6,25,3,16,6,0,18,21,16,15,26,26,36,26,17,0,8,22,3,18,0,21,11,12,23,18,34,1,5,10,5,16,5,15,0,13,16,35,31,12,12,0,24,20,21,20,12,28,25,29,13,6,15,40,23,9,27,14,28,25,12,17,6,0.0,39,28,13,7,23,29,2,3,18,10,15,9,7,17,17,12,18,8,8,11,0,21,2,25,0,22,17,19,24.0,12,10,0,17,9,41,0,16,14,10,11,20,5,17,39,26,28,32,0,15,19,15,24,29,41,20,6,35,18,16,13,32,11,0,18,24,24,0,0,5,5,0,20,42,18,21,0,2,17,0,16,10,10,21,15,0,13,18,23,7,0,14,12,19,14,5,17,25,16,6,0,25,22,11,1,18,23,28,26,15,52,19,11,0,13,17,15,12,0,41,16,12,24
2011-10-01,30,0,7,18,0,0,17,16,16,24,8,15,10,7,9,43,24,21,27,22,14,27,8,24,9,39,0,20,12,13,0.0,13,19,19,5,21,23,16,12,33,6,0,14,4,17,0,12,0,0,25,6,18,7,0,17,23,16,14,18,23,35,27,15,0,16,20,4,18,0,0,14,13,22,12,24,8,4,12,5,18,7,15,0,7,25,27,32,6,6,5,14,19,25,21,13,40,24,29,16,6,13,27,22,9,25,14,18,28,14,17,3,0.0,39,36,9,12,19,30,1,4,22,2,17,10,12,14,9,10,18,10,8,10,0,17,3,16,0,22,18,19,32.0,11,12,0,21,10,34,0,14,14,21,9,21,7,22,37,27,23,30,19,11,22,12,20,25,44,21,6,29,19,20,13,33,14,0,16,21,51,0,32,5,0,0,0,40,15,21,5,2,14,0,19,7,0,26,15,0,11,21,18,7,0,16,12,35,14,4,13,22,9,10,11,29,25,10,5,18,19,33,25,14,51,18,14,0,14,22,31,29,0,37,15,16,24
2011-11-01,33,0,8,18,0,10,17,5,22,21,7,10,9,7,9,22,25,17,16,24,14,22,9,26,7,36,0,14,15,13,0.0,18,17,18,9,8,22,21,13,24,5,0,13,4,15,0,12,0,0,25,3,16,8,0,19,24,16,27,17,26,36,23,17,20,6,22,0,15,0,27,11,13,25,13,36,7,6,11,5,14,14,16,16,11,27,28,31,12,24,0,16,18,21,22,12,33,23,31,20,5,14,27,23,9,29,14,21,21,13,17,0,0.0,39,32,10,17,23,26,3,2,27,10,15,10,14,17,8,9,17,14,11,12,17,14,2,18,37,22,0,19,35.0,10,13,13,14,13,29,0,15,13,15,9,19,7,17,25,27,21,31,20,14,20,7,24,29,43,22,6,28,18,23,13,35,7,0,0,9,30,0,0,11,0,0,0,41,14,18,5,2,15,0,18,9,17,17,13,0,12,21,14,5,0,15,12,24,13,6,13,22,5,8,24,30,17,10,6,2,17,32,25,14,48,15,14,4,14,21,13,27,0,46,15,11,23
2011-12-01,40,12,8,18,0,12,16,8,17,21,7,13,9,7,8,31,28,19,28,21,12,25,3,12,11,30,0,13,9,12,0.0,12,18,12,6,15,20,22,12,11,0,0,11,4,13,0,12,16,0,20,5,14,7,0,18,25,17,11,15,22,28,23,13,0,20,21,0,12,0,0,15,13,20,3,14,10,6,12,5,12,14,14,7,19,20,21,23,10,10,0,11,15,19,20,12,23,21,28,23,6,13,32,23,8,21,13,39,22,12,14,0,0.0,33,28,10,10,22,25,4,5,24,5,14,8,10,11,12,14,16,12,7,10,0,30,2,21,0,19,13,17,4.0,7,11,0,14,6,34,0,12,13,19,8,19,2,12,28,22,24,29,0,8,17,5,24,23,35,19,5,26,20,12,12,32,10,0,0,5,15,0,0,5,6,0,0,39,14,16,0,1,14,0,18,10,5,10,14,0,11,19,18,5,0,15,11,17,13,2,12,23,6,8,61,22,20,9,3,9,21,30,24,13,44,14,9,0,13,19,22,20,0,33,13,12,21
2012-01-01,31,18,8,17,0,11,12,10,18,21,8,19,10,8,9,38,25,18,27,22,16,38,7,22,4,38,0,15,23,13,27.0,9,18,15,8,12,21,15,13,19,4,0,13,3,15,0,15,0,0,22,3,19,6,0,19,24,19,13,18,29,30,21,17,5,15,16,8,14,0,11,10,14,24,29,19,8,6,12,6,14,8,15,0,16,19,22,26,19,14,0,23,20,26,18,14,38,21,28,17,5,16,38,23,9,23,14,37,23,12,16,0,0.0,32,30,11,8,23,24,2,3,26,6,16,11,15,13,15,9,18,10,4,13,0,22,2,15,51,23,0,16,22.0,9,16,9,13,11,35,0,11,14,18,9,18,8,12,20,31,21,32,18,12,19,10,20,25,42,22,6,30,21,11,14,34,7,0,15,14,0,0,57,3,0,0,15,37,14,17,11,1,15,0,16,10,14,11,14,0,12,18,14,6,0,15,13,21,13,3,15,25,3,8,0,25,23,9,4,6,26,31,23,15,48,18,14,18,14,16,4,51,0,31,13,13,24
