date,Åland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Plurinational State of Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (the) [Malvinas],Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Islamic Republic of Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Republic of Korea,Kuwait,Kyrgyzstan,Lao People's Democratic Republic (the),Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Republic of North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Federated States of Micronesia,Republic of Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,"Palestine, State of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation,Rwanda,Saint Barthélemy,"Saint Helena, Ascension and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,French part Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Dutch part Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syrian Arab Republic,Province of China Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Uzbekistan,Vanuatu,Bolivarian Republic of Venezuela,Viet Nam,British Virgin Islands,Virgin Islands (U.S.),Western Sahara,Yemen,Zambia,Zimbabwe
2020-11-06 20:00:00,,39,34,14,23,37,12,45,16,26,17,56,45,27,19,35,30,25,38,34,18,48,21,26,18,4,32,39,38,49,33,41,35,34,22,52,34,27,36,27,18,40,17,12,38,33,13,19,36,30,50,18,38,30,38,38,15,19,11,44,17,33,0,32,24,27,20,9,32,37,27,13,17,33,36,41,43,38,16,26,46,32.0,16,57,17,30,34,6,15,33,21,24,34,30,48,55,28,29,28,12,42,36,25,34,20,43,32,35,0.0,27,35,40,34,25,29,23,32,34,18,31,32,31,22,26,27,37,24,33,39,0,17,34,36,0,19,0,24,53,15,18,33,37,22,0,29,34,28,39,17,44,42,58,38,38,31,31,46,19,44,15,16,45,28,38,,42,20,32,38,59,19,37,27,19,41,0,23,28,13,16,43,41,23,0,47,43,21,27,28,28,32,41,24,30,30,39,30,0,39,38,52,24,37,31,27,36,51,0,24,23,21,47,23,34,37,36,34,43,26,39,61,13,33,36,16,23,43,35,33
2020-11-06 21:00:00,,36,35,20,31,36,14,40,18,27,26,46,51,38,20,36,33,21,47,41,24,44,32,58,22,15,32,33,40,67,34,37,52,31,19,53,34,23,45,38,18,44,19,0,32,35,11,17,31,36,53,21,34,35,41,34,15,20,12,43,18,14,0,35,43,25,22,12,39,40,32,22,27,30,31,35,45,35,19,30,30,38.0,16,46,15,35,23,2,25,38,21,25,40,25,45,65,27,28,28,14,49,41,27,34,31,49,34,34,0.0,33,34,29,50,32,30,25,26,34,24,39,30,42,29,45,27,44,41,26,36,0,18,30,45,14,19,0,29,29,27,0,32,34,19,0,32,40,30,36,19,27,40,24,38,39,32,51,50,21,43,18,17,48,33,31,,39,26,40,43,51,7,35,15,25,32,28,18,21,17,8,41,36,25,0,36,46,27,32,40,33,37,41,26,30,33,40,38,9,44,42,50,28,35,35,28,42,54,0,23,22,21,0,13,34,44,36,37,42,25,35,63,13,33,19,14,30,40,34,28
2020-11-06 22:00:00,,42,37,18,27,46,14,24,18,26,21,38,56,24,32,39,30,25,53,44,20,48,24,28,19,7,37,30,36,74,38,32,45,26,40,43,34,28,25,22,20,62,21,26,28,36,3,19,31,42,55,18,38,40,47,21,13,20,13,41,21,44,0,38,46,29,8,23,26,47,36,22,31,24,33,45,48,34,12,31,16,19.0,23,32,14,27,17,5,30,34,22,36,45,27,40,65,27,28,30,15,49,44,28,28,30,50,39,37,0.0,37,33,36,51,29,32,24,29,32,27,48,33,47,20,20,24,54,28,20,43,47,20,35,47,23,18,0,34,37,29,18,34,36,24,0,44,42,28,33,19,21,38,44,38,37,35,8,45,22,45,18,17,46,37,38,,42,56,42,45,41,15,42,20,28,22,20,17,13,7,0,40,37,27,0,43,61,43,35,44,23,32,42,30,34,29,43,34,0,48,45,46,32,56,35,35,47,54,23,25,26,22,59,26,39,47,34,40,41,28,36,8,15,41,21,31,20,42,33,40
2020-11-06 23:00:00,,48,32,7,26,35,17,35,18,36,21,34,58,16,17,30,55,34,51,45,21,41,26,47,21,10,38,33,34,62,46,44,57,18,43,60,34,23,23,31,21,66,23,21,33,40,3,20,32,44,51,18,40,48,53,31,17,18,14,39,21,32,0,50,23,34,18,22,33,50,39,22,19,23,31,48,51,33,15,34,36,33.0,26,39,15,29,27,4,20,34,23,34,50,34,32,52,28,28,33,14,58,46,30,23,21,46,48,40,0.0,31,31,45,41,42,35,23,25,34,32,46,31,36,24,33,24,51,20,24,51,0,24,31,59,0,18,17,25,25,29,0,34,31,35,0,49,46,17,34,23,31,40,22,41,38,33,12,46,22,26,17,20,41,44,41,,34,68,47,46,59,26,41,27,21,67,31,17,8,24,56,35,34,33,0,39,55,25,44,44,28,20,41,40,38,27,50,19,0,52,48,49,28,53,47,40,35,43,11,24,31,24,19,17,40,48,34,41,42,25,41,59,16,46,25,16,22,49,48,35
2020-11-07 00:00:00,,47,36,8,31,24,0,30,18,29,21,31,59,86,25,38,41,21,50,49,23,47,16,64,19,13,40,32,31,41,45,32,34,23,40,52,33,26,26,22,21,53,23,0,38,36,6,23,27,53,47,18,37,48,57,43,9,19,15,37,22,35,0,47,50,37,0,14,29,57,42,9,22,14,19,68,50,27,17,42,24,26.0,23,25,16,50,24,6,19,33,24,27,50,36,31,43,32,31,38,14,56,52,28,18,32,49,45,44,0.0,27,28,27,53,38,35,49,29,30,22,48,31,34,29,43,31,44,59,17,55,47,18,29,75,0,19,13,40,31,25,0,35,33,47,0,51,49,23,31,21,16,41,26,45,44,48,18,52,23,30,17,22,32,49,47,,42,72,51,41,49,4,48,15,20,21,16,26,42,24,0,33,28,38,0,30,45,19,42,45,43,22,43,26,39,31,49,29,0,55,51,37,23,23,50,35,15,51,44,26,30,24,30,30,54,48,35,43,41,24,47,25,16,38,18,25,12,49,61,38
2020-11-07 01:00:00,,40,34,5,36,34,10,18,19,39,23,29,60,29,18,36,36,22,45,49,20,41,29,41,21,4,34,37,32,38,36,25,58,24,36,60,34,20,25,23,18,39,22,12,33,41,9,21,34,53,38,17,43,50,54,28,11,14,14,38,21,49,0,49,50,48,27,21,33,48,43,28,27,27,22,51,52,25,15,40,26,23.0,20,27,17,46,18,3,20,28,23,20,49,40,37,37,42,28,39,11,53,51,24,17,36,61,41,56,0.0,24,36,44,36,43,38,62,38,28,6,44,35,25,26,46,32,35,50,21,52,25,22,36,53,20,20,14,35,26,51,4,33,72,44,0,47,54,26,30,18,28,49,19,52,64,43,9,45,20,31,16,22,26,51,52,,51,62,45,41,47,5,39,22,21,36,25,21,26,23,0,31,30,38,35,41,37,19,43,51,22,43,52,65,39,31,45,28,55,57,52,44,18,44,47,30,12,61,43,23,38,26,52,12,45,49,45,44,41,28,38,27,17,29,8,23,17,60,53,46
2020-11-07 02:00:00,,49,43,12,24,54,0,21,20,13,22,28,59,23,20,47,35,25,45,55,22,31,30,48,17,9,47,56,35,29,39,24,54,37,34,62,34,25,20,27,19,32,21,22,37,45,8,19,42,42,41,18,49,46,54,39,12,17,15,44,20,25,0,33,47,71,9,29,22,43,46,19,17,32,25,33,55,25,17,41,33,21.0,23,34,16,37,28,0,20,24,21,15,42,40,38,33,62,34,43,26,56,53,25,17,38,58,37,64,0.0,22,43,36,34,35,36,53,44,39,20,34,39,25,23,53,31,29,44,27,43,18,22,26,57,22,21,20,24,21,42,13,38,67,35,0,37,53,31,30,17,37,57,22,49,56,37,7,51,22,26,18,22,23,46,50,,55,53,41,36,53,10,44,19,15,19,27,16,12,68,94,41,22,34,16,40,31,20,41,46,24,62,57,49,40,31,54,19,0,56,59,59,16,54,55,25,33,42,35,23,33,28,42,9,52,44,53,42,42,29,46,41,18,26,18,22,27,76,58,57
2020-11-07 03:00:00,,42,59,4,47,53,0,17,21,30,21,29,68,31,27,47,34,25,36,54,14,40,26,29,19,5,48,80,39,29,35,33,40,31,27,68,35,19,14,44,20,29,24,19,41,45,5,22,44,36,40,15,51,34,48,38,16,17,15,59,19,14,0,33,48,68,46,7,30,37,48,26,18,39,36,37,62,30,15,40,41,40.0,20,35,16,42,34,12,20,21,20,15,39,42,37,33,64,43,43,20,59,53,25,18,38,66,35,60,0.0,23,47,42,34,27,33,70,32,43,21,32,45,20,27,45,46,27,32,25,50,0,24,42,45,21,21,0,21,15,38,53,52,54,29,0,32,51,22,31,18,32,57,7,50,56,35,13,50,24,33,21,22,23,41,53,,55,43,37,34,57,9,37,9,11,25,36,19,32,26,0,47,32,34,40,20,27,18,34,45,27,42,71,43,40,29,56,25,0,51,60,49,14,52,48,21,21,41,38,22,45,32,56,15,58,41,52,43,45,29,43,33,18,26,5,36,16,58,62,63
2020-11-07 04:00:00,,39,56,13,51,72,25,32,21,19,20,27,68,31,19,39,28,32,37,54,22,45,40,31,18,9,41,60,35,29,33,39,65,55,26,62,35,22,32,47,20,34,24,21,38,43,13,24,54,36,39,18,49,31,49,35,9,17,16,58,21,9,100,38,44,56,0,18,26,39,49,16,19,43,27,41,65,36,15,32,44,34.0,16,31,15,41,34,0,16,22,20,14,36,35,32,32,43,39,50,21,56,53,22,16,43,70,30,52,0.0,20,46,37,28,24,38,54,39,54,25,21,49,18,25,33,36,25,33,42,44,13,27,27,37,15,21,7,25,14,40,0,52,53,22,0,29,56,24,30,17,57,57,18,51,49,32,13,66,24,34,25,23,23,35,49,,53,44,34,34,60,7,48,37,15,24,55,5,25,18,0,48,36,26,8,46,27,20,34,37,30,38,65,48,41,28,52,17,0,52,60,60,14,44,42,20,16,72,42,22,54,31,37,21,54,46,46,45,45,30,31,18,19,27,8,21,12,60,56,57
2020-11-07 05:00:00,,44,72,7,12,64,0,24,20,29,5,26,65,24,16,39,24,31,36,52,17,58,34,25,17,19,42,61,33,28,34,38,39,30,24,67,33,29,43,40,20,27,22,4,40,40,18,22,47,32,38,14,41,30,51,38,8,19,17,58,22,50,50,33,36,48,0,11,31,36,47,23,22,51,53,43,65,49,50,29,33,35.0,22,23,15,11,60,13,18,28,18,13,37,53,27,33,31,41,47,27,49,49,21,15,57,71,26,42,0.0,19,43,32,24,28,44,46,53,44,20,30,43,17,20,29,31,25,29,55,51,0,21,24,31,10,19,0,28,12,24,0,57,54,21,0,27,56,26,27,17,54,50,23,45,41,30,9,63,20,29,23,24,20,33,45,,47,30,36,33,58,8,38,8,25,70,0,29,32,23,26,51,43,21,31,47,24,9,35,37,28,39,54,35,38,24,46,20,0,52,58,57,12,40,37,19,22,71,6,22,44,26,16,21,41,43,37,47,43,32,30,24,17,26,18,30,15,60,51,47
2020-11-07 06:00:00,,45,52,11,18,54,0,13,21,21,0,25,60,24,20,33,23,27,37,50,17,35,12,21,22,14,36,39,32,30,34,34,41,30,17,53,32,36,17,29,21,24,23,0,36,36,0,21,47,35,33,45,38,32,44,27,0,16,17,52,23,29,23,28,31,41,0,29,30,38,44,14,12,54,39,30,62,46,22,23,14,19.0,19,32,17,49,36,7,15,23,22,12,40,22,24,31,25,36,52,6,43,49,26,15,22,60,26,34,0.0,17,43,25,27,28,42,48,45,48,25,28,41,16,33,17,25,23,24,45,39,44,23,65,25,0,20,0,23,10,26,0,66,53,18,0,25,51,35,25,14,34,44,11,39,33,26,9,45,23,38,14,24,19,31,48,,37,21,33,33,47,20,43,18,17,0,0,20,34,34,42,49,56,26,26,47,22,24,35,35,17,31,43,29,36,22,43,35,0,51,52,60,11,34,35,19,19,71,12,22,50,21,32,27,36,40,30,49,42,25,29,33,17,24,18,0,19,48,46,40
2020-11-07 07:00:00,,44,47,4,17,45,0,12,22,28,47,24,51,22,25,30,24,33,34,43,23,33,59,32,18,23,31,41,33,25,29,28,25,36,22,50,30,9,25,32,22,24,22,10,28,20,5,22,38,34,35,23,31,34,37,24,12,22,17,46,25,21,0,30,41,34,0,44,33,30,35,13,18,31,43,35,52,36,33,21,34,64.0,18,35,19,53,35,6,31,20,17,11,36,39,24,31,23,33,46,14,39,40,21,15,26,57,22,31,0.0,17,34,24,24,23,34,27,38,42,26,27,35,11,24,16,27,22,27,35,34,0,24,48,27,21,20,17,25,13,19,0,55,36,17,0,24,41,35,26,22,32,38,20,37,30,25,10,47,23,33,17,26,19,29,48,,33,27,33,30,39,30,43,85,44,45,0,10,20,14,0,43,36,23,0,38,22,0,32,35,24,23,37,19,37,21,40,39,0,44,42,48,11,38,29,16,47,45,0,22,39,18,36,21,34,37,26,44,38,25,31,0,17,21,0,29,26,44,38,29
2020-11-07 08:00:00,,42,41,7,42,41,0,16,18,21,24,24,41,17,22,24,24,36,30,35,21,43,80,35,13,0,34,25,37,25,23,29,44,38,20,47,30,26,31,22,20,22,21,18,29,32,4,25,29,29,36,52,24,31,32,25,21,21,16,41,18,25,0,29,21,36,0,8,23,26,27,28,16,28,37,32,41,34,16,19,65,25.0,29,24,18,30,24,4,33,33,25,11,32,42,24,32,22,33,41,17,38,35,25,16,30,52,21,28,0.0,17,36,22,25,21,27,36,35,50,18,26,27,14,22,11,19,20,19,20,28,0,34,58,24,9,18,33,24,14,19,0,49,33,18,0,25,36,21,26,15,32,35,15,36,30,25,9,42,18,33,14,23,18,28,45,,32,23,29,29,37,31,34,21,40,0,0,50,11,2,40,41,36,23,28,40,20,47,29,30,26,34,34,29,34,23,28,57,14,36,35,54,11,25,33,16,55,43,18,32,29,16,25,43,30,35,24,38,36,29,26,10,16,21,21,58,29,39,35,31
2020-11-07 09:00:00,,28,37,2,22,34,27,26,19,17,30,24,34,22,32,25,21,43,31,28,14,28,57,18,18,11,34,30,40,28,23,22,46,22,12,41,32,34,16,30,26,24,23,12,28,25,6,18,28,27,49,17,27,28,29,23,8,31,16,38,21,26,36,21,28,35,52,10,22,25,21,42,23,24,21,27,34,27,10,18,26,36.0,20,31,21,21,26,7,23,41,29,11,30,28,23,33,22,29,33,12,38,30,27,15,16,42,24,31,0.0,16,31,25,9,19,29,29,31,48,13,22,23,13,22,15,23,19,17,23,25,14,23,33,24,0,18,0,18,7,21,0,41,34,21,0,27,29,25,28,21,28,31,11,32,30,23,13,42,18,25,16,23,18,25,41,,29,23,28,28,36,42,42,36,35,57,100,24,15,4,16,39,40,23,19,28,21,37,22,25,38,31,32,26,29,21,32,35,14,28,30,48,12,30,28,17,21,33,0,33,25,15,20,45,29,30,23,31,37,27,29,17,16,15,86,0,37,53,38,30
2020-11-07 10:00:00,,29,34,9,26,31,25,25,17,20,17,24,33,23,25,22,20,39,28,25,42,31,35,22,23,10,30,26,38,28,20,22,35,14,20,40,35,15,51,31,26,25,26,17,30,23,33,23,25,24,55,16,25,25,27,17,21,23,17,37,23,15,0,19,20,32,0,8,27,22,19,43,26,34,26,21,31,25,15,17,46,39.0,31,34,17,23,20,2,23,40,20,12,28,30,22,31,21,23,26,10,33,28,38,14,21,40,20,29,0.0,17,29,28,24,16,26,28,21,30,14,19,20,15,19,28,21,21,18,20,29,0,23,25,21,18,19,23,17,13,23,0,36,24,18,0,24,26,19,29,18,26,33,10,29,28,21,8,38,29,37,16,26,19,22,33,,27,25,23,26,41,23,33,8,22,25,19,21,24,13,7,34,29,22,12,28,21,41,24,27,12,34,31,29,25,19,32,30,0,27,26,40,12,25,34,16,14,48,18,30,20,14,20,19,26,28,21,26,41,34,29,33,16,17,23,19,14,45,33,32
2020-11-07 11:00:00,,24,35,0,16,29,13,24,17,15,33,26,34,17,35,19,21,24,27,26,18,28,39,33,20,0,22,31,32,20,20,19,38,26,16,44,42,34,10,23,23,24,27,13,26,15,0,27,20,22,60,24,25,27,24,19,8,23,21,32,27,32,0,20,33,32,33,12,15,20,21,7,0,26,22,26,31,26,10,16,46,24.0,36,20,20,19,21,5,33,38,28,11,27,25,23,29,19,22,22,8,30,28,32,15,8,34,21,26,0.0,15,28,20,23,17,24,53,31,33,15,19,24,14,14,19,20,19,19,21,22,38,18,29,26,0,21,0,16,16,22,22,33,30,20,0,27,25,29,30,20,26,32,19,25,25,19,11,29,27,24,12,27,18,21,29,,26,18,24,25,42,15,34,20,18,25,0,12,32,5,0,30,29,21,14,25,22,27,22,26,28,26,31,32,22,22,28,28,0,27,28,35,11,23,31,16,24,32,12,27,17,12,8,41,28,26,21,23,45,26,23,30,15,15,12,6,27,38,35,25
2020-11-07 12:00:00,,21,27,11,20,26,0,22,16,18,18,27,32,17,36,22,18,25,26,25,24,33,19,19,17,5,26,31,28,23,21,23,33,28,20,39,39,21,16,21,20,20,23,9,20,17,26,30,21,24,61,18,23,23,25,15,3,19,19,32,25,38,0,22,43,26,22,9,16,21,19,12,0,23,19,22,31,25,10,16,10,23.0,21,30,20,16,27,5,21,24,29,10,25,20,26,27,18,21,21,7,29,28,26,13,19,32,22,24,0.0,14,24,28,16,16,25,43,26,28,13,19,23,11,20,18,22,19,22,15,26,14,22,24,18,9,24,0,18,14,15,10,28,30,19,0,25,24,12,31,25,26,30,19,23,26,21,12,38,22,27,13,23,17,20,29,,23,16,22,27,36,13,30,18,14,20,16,14,33,13,0,28,22,19,8,21,21,23,22,23,37,26,31,26,21,23,32,21,0,26,26,44,10,42,26,13,10,31,38,26,21,12,37,4,24,26,20,22,45,25,31,24,12,18,4,27,19,43,31,23
2020-11-07 13:00:00,,24,26,0,20,33,11,20,15,14,15,29,31,18,25,22,16,19,26,23,25,31,25,26,18,7,22,32,26,19,21,18,43,19,17,40,33,13,21,27,16,23,20,4,26,33,0,25,24,25,52,11,21,24,24,15,8,17,16,33,24,7,0,19,29,27,0,2,18,20,16,18,36,23,16,22,30,21,12,16,54,28.0,16,29,17,13,21,2,13,25,22,10,24,22,23,25,18,20,20,11,26,23,21,14,12,33,23,23,0.0,14,23,24,17,18,20,19,15,21,19,19,22,8,15,15,15,19,19,21,22,0,13,26,24,5,25,0,14,10,17,19,26,32,17,0,22,23,24,31,21,28,29,14,22,23,21,4,27,20,14,13,21,16,19,29,,22,21,22,27,32,15,29,19,12,27,9,11,0,5,9,25,22,20,0,24,21,29,19,24,12,28,29,18,23,22,31,14,0,27,24,42,10,28,27,12,17,24,26,18,22,12,37,11,21,25,21,22,41,23,24,19,10,17,0,10,23,37,29,28
2020-11-07 14:00:00,,23,29,0,20,33,8,16,14,17,8,30,34,18,21,21,16,17,27,23,21,25,23,21,15,14,22,35,25,20,18,18,35,22,14,42,30,16,23,25,16,24,17,3,23,29,0,22,22,23,45,13,23,23,24,16,7,13,14,30,18,16,0,21,29,31,25,16,15,20,15,5,24,21,23,22,30,23,6,14,28,25.0,21,45,14,17,15,6,12,19,18,10,24,20,23,26,18,22,19,8,27,22,17,12,17,33,22,23,0.0,13,21,18,16,16,23,32,16,23,25,20,20,12,16,18,19,20,14,12,23,0,14,24,26,0,22,0,19,11,19,10,24,25,16,0,20,23,8,33,17,16,29,13,22,20,21,0,29,15,15,12,18,18,19,23,,27,22,22,27,36,7,31,11,12,24,9,11,27,8,8,25,19,20,6,24,21,21,21,21,11,21,30,12,20,16,34,14,0,26,26,39,10,32,32,13,24,31,0,14,18,13,28,3,20,27,20,21,38,19,27,31,8,19,14,18,35,37,28,24
2020-11-07 15:00:00,,22,31,0,14,30,0,14,15,14,18,30,33,25,17,20,17,19,27,23,12,24,23,16,15,4,24,29,26,21,21,23,26,18,17,37,28,16,35,34,14,21,15,16,19,23,0,19,26,24,36,11,22,24,24,12,7,15,12,31,16,17,0,20,41,32,0,7,7,20,16,11,61,15,19,20,31,22,10,15,17,15.0,14,30,13,15,14,3,13,15,17,10,23,15,23,25,17,24,19,8,36,22,17,13,12,36,20,25,0.0,13,22,21,26,16,27,22,15,31,24,17,20,13,13,23,24,20,16,14,21,0,10,25,27,0,19,0,18,11,17,8,24,31,14,0,19,22,39,33,14,22,31,0,21,21,22,7,37,16,26,17,14,20,19,22,,24,28,22,28,33,13,35,7,10,28,29,11,0,5,8,25,19,17,13,24,21,19,18,21,29,24,30,16,16,16,29,13,0,25,26,40,11,37,29,13,10,25,0,16,18,15,20,9,23,28,22,21,35,20,21,0,9,21,22,19,15,32,28,30
2020-11-07 16:00:00,,46,49,71,40,73,30,100,35,37,56,55,70,56,52,57,32,53,49,58,33,47,53,31,26,9,50,82,57,51,43,46,80,31,40,72,60,45,23,31,36,43,34,14,57,38,0,42,55,43,64,22,50,45,58,33,16,28,30,61,32,26,0,51,61,53,68,19,46,46,40,37,56,53,43,67,61,46,20,37,53,87.0,42,91,27,41,30,4,44,45,40,25,45,46,57,42,30,56,53,26,64,55,48,26,48,75,53,57,0.0,25,60,49,39,33,77,42,27,75,26,41,47,32,27,48,64,51,57,31,59,0,32,53,48,40,43,0,29,20,45,20,51,68,33,0,46,63,61,53,33,53,57,0,50,56,46,0,66,33,20,31,39,50,42,58,,60,58,48,59,89,35,62,70,43,19,0,44,0,17,7,52,48,35,0,69,54,45,38,43,56,57,69,44,39,52,62,39,9,62,58,65,22,44,74,28,73,40,38,48,43,28,48,35,48,42,55,60,70,34,41,0,19,43,32,7,33,57,68,70
2020-11-07 17:00:00,,40,57,0,30,76,11,47,39,37,26,60,52,41,46,45,38,33,53,48,36,84,32,39,48,11,45,63,49,55,40,62,65,32,38,100,49,37,62,58,34,42,38,10,57,36,47,38,59,41,68,29,41,41,54,22,5,25,30,59,38,43,0,42,92,33,0,28,46,43,36,25,30,69,40,53,50,52,19,28,23,35.0,53,25,33,36,26,7,36,40,35,28,46,52,69,66,27,48,35,16,46,47,40,30,27,64,67,43,0.0,26,45,58,53,33,39,47,35,64,26,39,32,36,26,52,43,47,46,35,33,0,29,24,40,30,47,0,45,24,34,16,56,50,27,0,43,45,100,59,35,56,59,28,51,42,45,45,51,33,56,34,49,53,41,47,,47,46,43,74,75,30,43,25,23,68,16,42,100,12,26,49,54,38,56,45,44,33,34,40,21,43,64,26,42,43,59,52,36,56,51,78,24,67,64,30,0,85,44,32,36,24,51,18,38,54,46,38,67,50,76,0,25,61,31,24,10,62,60,51
2020-11-07 18:00:00,,30,34,5,12,49,0,39,25,23,19,59,33,29,21,26,24,28,41,31,19,54,43,33,25,11,26,41,31,23,27,34,27,18,24,58,31,19,16,58,20,30,25,7,32,36,5,27,43,26,38,13,22,28,35,22,14,18,24,38,27,44,0,26,36,22,0,6,46,27,25,11,35,49,33,30,31,39,22,17,10,28.0,19,37,22,18,24,4,28,27,22,19,27,26,43,43,19,29,21,11,32,32,24,24,17,38,39,27,0.0,23,30,37,14,26,27,40,27,42,15,23,22,18,14,28,27,29,29,33,29,59,20,41,30,26,29,0,28,16,23,16,34,39,19,0,27,25,42,52,26,43,43,92,37,24,31,50,34,22,43,23,36,42,28,26,,34,38,29,52,44,31,28,14,24,47,10,20,31,16,21,31,38,25,7,28,29,10,20,25,28,31,41,25,27,24,46,31,9,34,32,50,17,47,31,20,0,45,80,22,24,19,47,15,28,40,30,24,51,34,41,0,18,37,10,4,29,39,42,33
2020-11-07 19:00:00,,21,25,5,29,30,0,13,18,13,22,62,22,28,23,23,17,21,34,18,16,36,18,19,19,4,21,33,24,27,19,31,34,22,18,43,24,10,16,29,14,24,17,8,25,21,9,19,33,21,29,11,20,17,22,20,8,12,18,31,20,20,0,22,27,13,0,11,43,23,17,11,31,34,20,21,22,30,4,15,15,14.0,24,44,19,13,16,3,20,21,17,16,21,18,35,40,15,22,15,6,25,24,19,26,12,27,35,21,0.0,18,23,44,15,17,18,37,29,37,8,18,17,16,12,21,18,24,19,21,21,0,15,30,22,15,21,39,25,11,19,9,27,36,11,0,20,20,36,43,21,30,31,27,20,19,23,0,27,15,49,16,24,40,20,21,,28,19,23,43,34,6,23,18,14,27,0,9,26,6,7,25,27,18,0,27,23,12,13,17,30,22,31,18,20,19,29,21,0,23,23,47,14,43,27,15,37,39,93,17,16,17,40,9,20,35,24,17,44,25,42,43,15,27,24,18,3,38,29,24
2020-11-07 20:00:00,,20,22,2,12,25,0,13,15,16,11,53,19,31,16,18,15,15,30,17,9,30,23,10,13,2,16,25,20,39,18,24,20,16,20,36,20,10,32,15,11,25,12,7,19,25,0,15,23,17,26,19,19,15,22,9,3,13,13,26,15,17,0,17,17,12,9,12,31,17,12,11,17,26,15,25,21,26,10,14,15,15.0,15,69,16,17,15,4,18,20,13,17,19,15,32,38,13,21,13,4,24,18,16,28,9,25,29,17,0.0,19,20,30,20,18,16,24,19,34,8,15,15,14,11,24,17,25,16,14,16,41,12,29,22,7,16,0,25,18,10,0,20,18,16,0,23,17,31,34,17,25,26,73,21,15,19,59,24,13,63,16,20,40,18,16,,22,29,21,41,35,7,19,8,10,14,0,12,49,7,0,21,21,16,16,16,26,16,12,16,43,21,27,16,19,20,30,22,0,21,19,27,16,40,19,15,7,28,0,12,12,17,39,10,17,34,19,14,38,20,37,49,12,25,16,47,17,38,25,22
2020-11-07 21:00:00,,19,19,7,11,26,11,16,14,15,11,44,19,31,12,15,16,15,32,16,11,27,11,16,15,6,13,19,18,72,18,19,28,11,19,30,17,11,10,12,10,31,11,0,24,18,5,14,22,16,24,7,18,15,19,23,6,12,12,22,13,13,0,18,12,9,0,8,29,18,11,6,11,23,17,27,19,21,5,13,10,17.0,13,66,12,13,12,4,14,20,11,19,19,16,29,63,12,18,12,5,25,17,13,29,11,20,34,15,0.0,23,17,23,22,16,15,14,18,22,8,17,12,24,11,16,14,30,15,13,14,7,8,18,25,16,14,11,24,29,13,16,16,22,15,0,30,16,35,24,13,21,23,26,18,15,18,25,22,11,64,12,15,49,18,12,,19,13,20,40,25,9,16,22,11,18,7,10,19,6,0,18,23,15,0,16,37,5,13,16,26,17,23,9,15,19,24,15,0,20,19,29,18,18,17,17,48,33,26,12,11,15,55,7,16,34,17,13,35,16,35,53,11,30,8,7,13,30,17,18
